Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word
ا خ ذ,2,48,يُؤْخَذُ
م ن,2,48,مِنْهَا
ع د ل,2,48,عَدْلٌ
ل ا,2,48,وَلَا
ه م,2,48,هُمْ
ن ص ر,2,48,يُنْصَرُونَ
ا ذ,2,49,وَإِذْ
ن ج و,2,49,نَجَّيْنَاكُمْ
م ن,2,49,مِنْ
ا و ل,2,49,ءَالِ
ف ر ع,2,49,فِرْعَوْنَ
س و م,2,49,يَسُومُونَكُمْ
س و ا,2,49,سُوءَ
ع ذ ب,2,49,الْعَذَابِ
ذ ب ح,2,49,يُذَبِّحُونَ
ب ن و,2,49,أَبْنَاءَكُمْ
ح ي ي,2,49,وَيَسْتَحْيُونَ
ن س و,2,49,نِسَاءَكُمْ
ف ي,2,49,وَفِي
ذ ل ك,2,49,ذَلِكُمْ
ب ل و,2,49,بَلَاءٌ
م ن,2,49,مِنْ
ر ب ب,2,49,رَبِّكُمْ
ع ظ م,2,49,عَظِيمٌ
ا ذ,2,50,وَإِذْ
ف ر ق,2,50,فَرَقْنَا
ب,2,50,بِكُمُ
ب ح ر,2,50,الْبَحْرَ
ن ج و,2,50,فَأَنْجَيْنَاكُمْ
غ ر ق,2,50,وَأَغْرَقْنَا
ا و ل,2,50,ءَالَ
ف ر ع,2,50,فِرْعَوْنَ
ا ن ت م,2,50,وَأَنْتُمْ
ن ظ ر,2,50,تَنْظُرُونَ
ا ذ,2,51,وَإِذْ
و ع د,2,51,وَاعَدْنَا
م و س,2,51,مُوسَى
ر ب ع,2,51,أَرْبَعِينَ
ل ي ل,2,51,لَيْلَةً
ث م م,2,51,ثُمَّ
ا خ ذ,2,51,اتَّخَذْتُمُ
ع ج ل,2,51,الْعِجْلَ
م ن,2,51,مِنْ
ب ع د,2,51,بَعْدِهِ
ا ن ت م,2,51,وَأَنْتُمْ
ظ ل م,2,51,ظَالِمُونَ
ث م م,2,52,ثُمَّ
ع ف و,2,52,عَفَوْنَا
ع ن,2,52,عَنْكُمْ
م ن,2,52,مِنْ
ب ع د,2,52,بَعْدِ
ذ ل ك,2,52,ذَلِكَ
ل ع ل ل,2,52,لَعَلَّكُمْ
ش ك ر,2,52,تَشْكُرُونَ
ا ذ,2,53,وَإِذْ
ا ت ي,2,53,ءَاتَيْنَا
م و س,2,53,مُوسَى
ك ت ب,2,53,الْكِتَابَ
ف ر ق,2,53,وَالْفُرْقَانَ
ل ع ل ل,2,53,لَعَلَّكُمْ
ه د ي,2,53,تَهْتَدُونَ
ا ذ,2,54,وَإِذْ
ق و ل,2,54,قَالَ
م و س,2,54,مُوسَى
ق و م,2,54,لِقَوْمِهِ
ق و م,2,54,يَاقَوْمِ
ا ن ن,2,54,إِنَّكُمْ
ظ ل م,2,54,ظَلَمْتُمْ
ن ف س,2,54,أَنْفُسَكُمْ
ا خ ذ,2,54,بِاتِّخَاذِكُمُ
ع ج ل,2,54,الْعِجْلَ
ت و ب,2,54,فَتُوبُوا
ا ل ي,2,54,إِلَى
ب ر ا,2,54,بَارِئِكُمْ
ق ت ل,2,54,فَاقْتُلُوا
ن ف س,2,54,أَنْفُسَكُمْ
ذ ل ك,2,54,ذَلِكُمْ
خ ي ر,2,54,خَيْرٌ
ل,2,54,لَكُمْ
ع ن د,2,54,عِنْدَ
ب ر ا,2,54,بَارِئِكُمْ
ت و ب,2,54,فَتَابَ
ع ل ي,2,54,عَلَيْكُمْ
ا ن ن,2,54,إِنَّهُ
ه و,2,54,هُوَ
ت و ب,2,54,التَّوَّابُ
ر ح م,2,54,الرَّحِيمُ
ا ذ,2,55,وَإِذْ
ق و ل,2,55,قُلْتُمْ
م و س,2,55,يَامُوسَى
ل ن,2,55,لَنْ
ا م ن,2,55,نُؤْمِنَ
ل,2,55,لَكَ
ح ت ت ي,2,55,حَتَّى
ر ا ي,2,55,نَرَى
ا ل ه,2,55,اللَّهَ
ج ه ر,2,55,جَهْرَةً
ا خ ذ,2,55,فَأَخَذَتْكُمُ
ص ع ق,2,55,الصَّاعِقَةُ
ا ن ت م,2,55,وَأَنْتُمْ
ن ظ ر,2,55,تَنْظُرُونَ
ث م م,2,56,ثُمَّ
ب ع ث,2,56,بَعَثْنَاكُمْ
م ن,2,56,مِنْ
ب ع د,2,56,بَعْدِ
م و ت,2,56,مَوْتِكُمْ
ل ع ل ل,2,56,لَعَلَّكُمْ
ش ك ر,2,56,تَشْكُرُونَ
ظ ل ل,2,57,وَظَلَّلْنَا
ع ل ي,2,57,عَلَيْكُمُ
غ م م,2,57,الْغَمَامَ
ن ز ل,2,57,وَأَنْزَلْنَا
ع ل ي,2,57,عَلَيْكُمُ
م ن ن,2,57,الْمَنَّ
س ل و,2,57,وَالسَّلْوَى
ا ك ل,2,57,كُلُوا
م ن,2,57,مِنْ
ط ي ب,2,57,طَيِّبَاتِ
م ا,2,57,مَا
ر ز ق,2,57,رَزَقْنَاكُمْ
م ا,2,57,وَمَا
ظ ل م,2,57,ظَلَمُونَا
ل ك ن,2,57,وَلَكِنْ
ك و ن,2,57,كَانُوا
ن ف س,2,57,أَنْفُسَهُمْ
ظ ل م,2,57,يَظْلِمُونَ
ا ذ,2,58,وَإِذْ
ق و ل,2,58,قُلْنَا
د خ ل,2,58,ادْخُلُوا
ه ا ذ,2,58,هَذِهِ
ق ر ي,2,58,الْقَرْيَةَ
ا ك ل,2,58,فَكُلُوا
م ن,2,58,مِنْهَا
ح ي ث,2,58,حَيْثُ
ش ي ا,2,58,شِئْتُمْ
ر غ د,2,58,رَغَدًا
د خ ل,2,58,وَادْخُلُوا
ب و ب,2,58,الْبَابَ
س ج د,2,58,سُجَّدًا
ق و ل,2,58,وَقُولُوا
ح ط ط,2,58,حِطَّةٌ
غ ف ر,2,58,نَغْفِرْ
ل,2,58,لَكُمْ
خ ط ا,2,58,خَطَايَاكُمْ
ز ي د,2,58,وَسَنَزِيدُ
ح س ن,2,58,الْمُحْسِنِينَ
ب د ل,2,59,فَبَدَّلَ
ا ل ل ذ,2,59,الَّذِينَ
ظ ل م,2,59,ظَلَمُوا
ق و ل,2,59,قَوْلًا
غ ي ر,2,59,غَيْرَ
ا ل ل ذ,2,59,الَّذِي
ق و ل,2,59,قِيلَ
ل,2,59,لَهُمْ
ن ز ل,2,59,فَأَنْزَلْنَا
ع ل ي,2,59,عَلَى
ا ل ل ذ,2,59,الَّذِينَ
ظ ل م,2,59,ظَلَمُوا
ر ج ز,2,59,رِجْزًا
م ن,2,59,مِنَ
س م و,2,59,السَّمَاءِ
ب م ا,2,59,بِمَا
ك و ن,2,59,كَانُوا
ف س ق,2,59,يَفْسُقُونَ
ا ذ,2,60,وَإِذِ
س ق ي,2,60,اسْتَسْقَى
م و س,2,60,مُوسَى
ق و م,2,60,لِقَوْمِهِ
ق و ل,2,60,فَقُلْنَا
ض ر ب,2,60,اضْرِبْ
ع ص و,2,60,بِعَصَاكَ
ح ج ر,2,60,الْحَجَرَ
ف ج ر,2,60,فَانْفَجَرَتْ
م ن,2,60,مِنْهُ
ث ن ي,2,60,اثْنَتَا
ع ش ر,2,60,عَشْرَةَ
ع ي ن,2,60,عَيْنًا
ق د,2,60,قَدْ
ع ل م,2,60,عَلِمَ
ك ل ل,2,60,كُلُّ
ا ن س,2,60,أُنَاسٍ
ش ر ب,2,60,مَشْرَبَهُمْ
ا ك ل,2,60,كُلُوا
ش ر ب,2,60,وَاشْرَبُوا
م ن,2,60,مِنْ
ر ز ق,2,60,رِزْقِ
ا ل ه,2,60,اللَّهِ
ل ا,2,60,وَلَا
ع ث و,2,60,تَعْثَوْا
ف ي,2,60,فِي
ا ر ض,2,60,الْأَرْضِ
ف س د,2,60,مُفْسِدِينَ
ا ذ,2,61,وَإِذْ
ق و ل,2,61,قُلْتُمْ
م و س,2,61,يَامُوسَى
ل ن,2,61,لَنْ
ص ب ر,2,61,نَصْبِرَ
ع ل ي,2,61,عَلَى
ط ع م,2,61,طَعَامٍ
و ح د,2,61,وَاحِدٍ
د ع و,2,61,فَادْعُ
ل,2,61,لَنَا
ر ب ب,2,61,رَبَّكَ
خ ر ج,2,61,يُخْرِجْ
ل,2,61,لَنَا
م م ا,2,61,مِمَّا
ن ب ت,2,61,تُنْبِتُ
ا ر ض,2,61,الْأَرْضُ
م ن,2,61,مِنْ
ب ق ل,2,61,بَقْلِهَا
ق ث ا,2,61,وَقِثَّائِهَا
ف و م,2,61,وَفُومِهَا
ع د س,2,61,وَعَدَسِهَا
ب ص ل,2,61,وَبَصَلِهَا
ق و ل,2,61,قَالَ
ب د ل,2,61,أَتَسْتَبْدِلُونَ
ا ل ل ذ,2,61,الَّذِي
ه و,2,61,هُوَ
د ن و,2,61,أَدْنَى
ا ل ل ذ,2,61,بِالَّذِي
ه و,2,61,هُوَ
خ ي ر,2,61,خَيْرٌ
ه ب ط,2,61,اهْبِطُوا
م ص ر,2,61,مِصْرًا
ا ن ن,2,61,فَإِنَّ
ل,2,61,لَكُمْ
م ا,2,61,مَا
س ا ل,2,61,سَأَلْتُمْ
ض ر ب,2,61,وَضُرِبَتْ
ع ل ي,2,61,عَلَيْهِمُ
ذ ل ل,2,61,الذِّلَّةُ
س ك ن,2,61,وَالْمَسْكَنَةُ
ب و ا,2,61,وَبَاءُو
غ ض ب,2,61,بِغَضَبٍ
م ن,2,61,مِنَ
ا ل ه,2,61,اللَّهِ
ذ ل ك,2,61,ذَلِكَ
ا ن ن,2,61,بِأَنَّهُمْ
ك و ن,2,61,كَانُوا
ك ف ر,2,61,يَكْفُرُونَ
ا ي ا,2,61,بِءَايَاتِ
ا ل ه,2,61,اللَّهِ
ق ت ل,2,61,وَيَقْتُلُونَ
ن ب ا,2,61,النَّبِيِّينَ
غ ي ر,2,61,بِغَيْرِ
ح ق ق,2,61,الْحَقِّ
ذ ل ك,2,61,ذَلِكَ
ب م ا,2,61,بِمَا
ع ص ي,2,61,عَصَوْا
ك و ن,2,61,وَكَانُوا
ع د و,2,61,يَعْتَدُونَ
ا ن ن,2,62,إِنَّ
ا ل ل ذ,2,62,الَّذِينَ
ا م ن,2,62,ءَامَنُوا
ا ل ل ذ,2,62,وَالَّذِينَ
ه و د,2,62,هَادُوا
ن ص ر,2,62,وَالنَّصَارَى
ص ب ا,2,62,وَالصَّابِءِينَ
م ن,2,62,مَنْ
ا م ن,2,62,ءَامَنَ
ا ل ه,2,62,بِاللَّهِ
ي و م,2,62,وَالْيَوْمِ
ا خ ر,2,62,الْءَاخِرِ
ع م ل,2,62,وَعَمِلَ
ص ل ح,2,62,صَالِحًا
ل,2,62,فَلَهُمْ
ا ج ر,2,62,أَجْرُهُمْ
ع ن د,2,62,عِنْدَ
ر ب ب,2,62,رَبِّهِمْ
ل ا,2,62,وَلَا
خ و ف,2,62,خَوْفٌ
ع ل ي,2,62,عَلَيْهِمْ
ل ا,2,62,وَلَا
ه م,2,62,هُمْ
ح ز ن,2,62,يَحْزَنُونَ
ا ذ,2,63,وَإِذْ
ا خ ذ,2,63,أَخَذْنَا
و ث ق,2,63,مِيثَاقَكُمْ
ر ف ع,2,63,وَرَفَعْنَا
ف و ق,2,63,فَوْقَكُمُ
ط و ر,2,63,الطُّورَ
ا خ ذ,2,63,خُذُوا
م ا,2,63,مَا
ا ت ي,2,63,ءَاتَيْنَاكُمْ
ق و ي,2,63,بِقُوَّةٍ
ذ ك ر,2,63,وَاذْكُرُوا
م ا,2,63,مَا
ف ي,2,63,فِيهِ
ل ع ل ل,2,63,لَعَلَّكُمْ
و ق ي,2,63,تَتَّقُونَ
ث م م,2,64,ثُمَّ
و ل ي,2,64,تَوَلَّيْتُمْ
م ن,2,64,مِنْ
ب ع د,2,64,بَعْدِ
ذ ل ك,2,64,ذَلِكَ
ل و ل ا,2,64,فَلَوْلَا
ف ض ل,2,64,فَضْلُ
ا ل ه,2,64,اللَّهِ
ع ل ي,2,64,عَلَيْكُمْ
ر ح م,2,64,وَرَحْمَتُهُ
ك و ن,2,64,لَكُنْتُمْ
م ن,2,64,مِنَ
خ س ر,2,64,الْخَاسِرِينَ
ق د,2,65,وَلَقَدْ
ع ل م,2,65,عَلِمْتُمُ
ا ل ل ذ,2,65,الَّذِينَ
ع د و,2,65,اعْتَدَوْا
م ن,2,65,مِنْكُمْ
ف ي,2,65,فِي
س ب ت,2,65,السَّبْتِ
ق و ل,2,65,فَقُلْنَا
ل,2,65,لَهُمْ
ك و ن,2,65,كُونُوا
ق ر د,2,65,قِرَدَةً
خ س ا,2,65,خَاسِئِينَ
ج ع ل,2,66,فَجَعَلْنَاهَا
ن ك ل,2,66,نَكَالًا
ل م ا,2,66,لِمَا
ب ي ن,2,66,بَيْنَ
ي د ي,2,66,يَدَيْهَا
م ا,2,66,وَمَا
خ ل ف,2,66,خَلْفَهَا
و ع ظ,2,66,وَمَوْعِظَةً
و ق ي,2,66,لِلْمُتَّقِينَ
ا ذ,2,67,وَإِذْ
ق و ل,2,67,قَالَ
م و س,2,67,مُوسَى
ق و م,2,67,لِقَوْمِهِ
ا ن ن,2,67,إِنَّ
ا ل ه,2,67,اللَّهَ
ا م ر,2,67,يَأْمُرُكُمْ
ا ن,2,67,أَنْ
ذ ب ح,2,67,تَذْبَحُوا
ب ق ر,2,67,بَقَرَةً
ق و ل,2,67,قَالُوا
ا خ ذ,2,67,أَتَتَّخِذُنَا
ه ز ا,2,67,هُزُوًا
ق و ل,2,67,قَالَ
ع و ذ,2,67,أَعُوذُ
ا ل ه,2,67,بِاللَّهِ
ا ن,2,67,أَنْ
ك و ن,2,67,أَكُونَ
م ن,2,67,مِنَ
ج ه ل,2,67,الْجَاهِلِينَ
ق و ل,2,68,قَالُوا
د ع و,2,68,ادْعُ
ل,2,68,لَنَا
ر ب ب,2,68,رَبَّكَ
ب ي ن,2,68,يُبَيِّنْ
ل,2,68,لَنَا
م ا,2,68,مَا
ه ي,2,68,هِيَ
ق و ل,2,68,قَالَ
ا ن ن,2,68,إِنَّهُ
ق و ل,2,68,يَقُولُ
ا ن ن,2,68,إِنَّهَا
ب ق ر,2,68,بَقَرَةٌ
ل ا,2,68,لَا
ف ر ض,2,68,فَارِضٌ
ل ا,2,68,وَلَا
ب ك ر,2,68,بِكْرٌ
ع و ن,2,68,عَوَانٌ
ب ي ن,2,68,بَيْنَ
ذ ل ك,2,68,ذَلِكَ
ف ع ل,2,68,فَافْعَلُوا
م ا,2,68,مَا
ا م ر,2,68,تُؤْمَرُونَ
ق و ل,2,69,قَالُوا
د ع و,2,69,ادْعُ
ل,2,69,لَنَا
ر ب ب,2,69,رَبَّكَ
ب ي ن,2,69,يُبَيِّنْ
ل,2,69,لَنَا
م ا,2,69,مَا
ل و ن,2,69,لَوْنُهَا
ق و ل,2,69,قَالَ
ا ن ن,2,69,إِنَّهُ
ق و ل,2,69,يَقُولُ
ا ن ن,2,69,إِنَّهَا
ب ق ر,2,69,بَقَرَةٌ
ص ف ر,2,69,صَفْرَاءُ
ف ق ع,2,69,فَاقِعٌ
ل و ن,2,69,لَوْنُهَا
س ر ر,2,69,تَسُرُّ
ن ظ ر,2,69,النَّاظِرِينَ
ق و ل,2,70,قَالُوا
د ع و,2,70,ادْعُ
ل,2,70,لَنَا
ر ب ب,2,70,رَبَّكَ
ب ي ن,2,70,يُبَيِّنْ
ل,2,70,لَنَا
م ا,2,70,مَا
ه ي,2,70,هِيَ
ا ن ن,2,70,إِنَّ
ب ق ر,2,70,الْبَقَرَ
ش ب ه,2,70,تَشَابَهَ
ع ل ي,2,70,عَلَيْنَا
ا ن ن,2,70,وَإِنَّا
ا ن,2,70,إِنْ
ش ي ا,2,70,شَاءَ
ا ل ه,2,70,اللَّهُ
ه د ي,2,70,لَمُهْتَدُونَ
ق و ل,2,71,قَالَ
ا ن ن,2,71,إِنَّهُ
ق و ل,2,71,يَقُولُ
ا ن ن,2,71,إِنَّهَا
ب ق ر,2,71,بَقَرَةٌ
ل ا,2,71,لَا
ذ ل ل,2,71,ذَلُولٌ
ث و ر,2,71,تُثِيرُ
ا ر ض,2,71,الْأَرْضَ
ل ا,2,71,وَلَا
س ق ي,2,71,تَسْقِي
ح ر ث,2,71,الْحَرْثَ
س ل م,2,71,مُسَلَّمَةٌ
ل ا,2,71,لَا
و ش ي,2,71,شِيَةَ
ف ي,2,71,فِيهَا
ق و ل,2,71,قَالُوا
ا ي ن,2,71,الْءَانَ
ج ي ا,2,71,جِئْتَ
ح ق ق,2,71,بِالْحَقِّ
ذ ب ح,2,71,فَذَبَحُوهَا
م ا,2,71,وَمَا
ك و د,2,71,كَادُوا
ف ع ل,2,71,يَفْعَلُونَ
ا ذ,2,72,وَإِذْ
ق ت ل,2,72,قَتَلْتُمْ
ن ف س,2,72,نَفْسًا
د ر ا,2,72,فَادَّارَءْتُمْ
ف ي,2,72,فِيهَا
ا ل ه,2,72,وَاللَّهُ
خ ر ج,2,72,مُخْرِجٌ
م ا,2,72,مَا
ك و ن,2,72,كُنْتُمْ
ك ت م,2,72,تَكْتُمُونَ
ق و ل,2,73,فَقُلْنَا
ض ر ب,2,73,اضْرِبُوهُ
ب ع ض,2,73,بِبَعْضِهَا
ذ ل ك,2,73,كَذَلِكَ
ح ي ي,2,73,يُحْيِي
ا ل ه,2,73,اللَّهُ
م و ت,2,73,الْمَوْتَى
ر ا ي,2,73,وَيُرِيكُمْ
ا ي ا,2,73,ءَايَاتِهِ
ل ع ل ل,2,73,لَعَلَّكُمْ
ع ق ل,2,73,تَعْقِلُونَ
ث م م,2,74,ثُمَّ
ق س و,2,74,قَسَتْ
ق ل ب,2,74,قُلُوبُكُمْ
م ن,2,74,مِنْ
ب ع د,2,74,بَعْدِ
ذ ل ك,2,74,ذَلِكَ
ه ي,2,74,فَهِيَ
ح ج ر,2,74,كَالْحِجَارَةِ
ا و,2,74,أَوْ
ش د د,2,74,أَشَدُّ
ق س و,2,74,قَسْوَةً
ا ن ن,2,74,وَإِنَّ
م ن,2,74,مِنَ
ح ج ر,2,74,الْحِجَارَةِ
ل م ا,2,74,لَمَا
ف ج ر,2,74,يَتَفَجَّرُ
م ن,2,74,مِنْهُ
ن ه ر,2,74,الْأَنْهَارُ
ا ن ن,2,74,وَإِنَّ
م ن,2,74,مِنْهَا
ل م ا,2,74,لَمَا
ش ق ق,2,74,يَشَّقَّقُ
خ ر ج,2,74,فَيَخْرُجُ
م ن,2,74,مِنْهُ
م و ه,2,74,الْمَاءُ
ا ن ن,2,74,وَإِنَّ
م ن,2,74,مِنْهَا
ل م ا,2,74,لَمَا
ه ب ط,2,74,يَهْبِطُ
م ن,2,74,مِنْ
خ ش ي,2,74,خَشْيَةِ
ا ل ه,2,74,اللَّهِ
م ا,2,74,وَمَا
ا ل ه,2,74,اللَّهُ
غ ف ل,2,74,بِغَافِلٍ
ع م م ا,2,74,عَمَّا
ع م ل,2,74,تَعْمَلُونَ
ط م ع,2,75,أَفَتَطْمَعُونَ
ا ن,2,75,أَنْ
ا م ن,2,75,يُؤْمِنُوا
ل,2,75,لَكُمْ
ق د,2,75,وَقَدْ
ك و ن,2,75,كَانَ
ف ر ق,2,75,فَرِيقٌ
م ن,2,75,مِنْهُمْ
س م ع,2,75,يَسْمَعُونَ
ك ل م,2,75,كَلَامَ
ا ل ه,2,75,اللَّهِ
ث م م,2,75,ثُمَّ
ح ر ف,2,75,يُحَرِّفُونَهُ
م ن,2,75,مِنْ
ب ع د,2,75,بَعْدِ
م ا,2,75,مَا
ع ق ل,2,75,عَقَلُوهُ
ه م,2,75,وَهُمْ
ع ل م,2,75,يَعْلَمُونَ
ا ذ ا,2,76,وَإِذَا
ل ق ي,2,76,لَقُوا
ا ل ل ذ,2,76,الَّذِينَ
ا م ن,2,76,ءَامَنُوا
ق و ل,2,76,قَالُوا
ا م ن,2,76,ءَامَنَّا
ا ذ ا,2,76,وَإِذَا
خ ل و,2,76,خَلَا
ب ع ض,2,76,بَعْضُهُمْ
ا ل ي,2,76,إِلَى
ب ع ض,2,76,بَعْضٍ
ق و ل,2,76,قَالُوا
ح د ث,2,76,أَتُحَدِّثُونَهُمْ
ب م ا,2,76,بِمَا
ف ت ح,2,76,فَتَحَ
ا ل ه,2,76,اللَّهُ
ع ل ي,2,76,عَلَيْكُمْ
ح ج ج,2,76,لِيُحَاجُّوكُمْ
ب,2,76,بِهِ
ع ن د,2,76,عِنْدَ
ر ب ب,2,76,رَبِّكُمْ
ل ا,2,76,أَفَلَا
ع ق ل,2,76,تَعْقِلُونَ
ل ا,2,77,أَوَلَا
ع ل م,2,77,يَعْلَمُونَ
ا ن ن,2,77,أَنَّ
ا ل ه,2,77,اللَّهَ
ع ل م,2,77,يَعْلَمُ
م ا,2,77,مَا
س ر ر,2,77,يُسِرُّونَ
م ا,2,77,وَمَا
ع ل ن,2,77,يُعْلِنُونَ
م ن,2,78,وَمِنْهُمْ
ا م م,2,78,أُمِّيُّونَ
ل ا,2,78,لَا
ع ل م,2,78,يَعْلَمُونَ
ك ت ب,2,78,الْكِتَابَ
ا ل ل ا,2,78,إِلَّا
م ن ي,2,78,أَمَانِيَّ
ا ن,2,78,وَإِنْ
ه م,2,78,هُمْ
ا ل ل ا,2,78,إِلَّا
ظ ن ن,2,78,يَظُنُّونَ
و ي ل,2,79,فَوَيْلٌ
ا ل ل ذ,2,79,لِلَّذِينَ
ك ت ب,2,79,يَكْتُبُونَ
ك ت ب,2,79,الْكِتَابَ
ي د ي,2,79,بِأَيْدِيهِمْ
ث م م,2,79,ثُمَّ
ق و ل,2,79,يَقُولُونَ
ه ا ذ,2,79,هَذَا
م ن,2,79,مِنْ
ع ن د,2,79,عِنْدِ
ا ل ه,2,79,اللَّهِ
ش ر ي,2,79,لِيَشْتَرُوا
ب,2,79,بِهِ
ث م ن,2,79,ثَمَنًا
ق ل ل,2,79,قَلِيلًا
و ي ل,2,79,فَوَيْلٌ
ل,2,79,لَهُمْ
م م ا,2,79,مِمَّا
ك ت ب,2,79,كَتَبَتْ
ي د ي,2,79,أَيْدِيهِمْ
و ي ل,2,79,وَوَيْلٌ
ل,2,79,لَهُمْ
م م ا,2,79,مِمَّا
ك س ب,2,79,يَكْسِبُونَ
ق و ل,2,80,وَقَالُوا
ل ن,2,80,لَنْ
م س س,2,80,تَمَسَّنَا
ن و ر,2,80,النَّارُ
ا ل ل ا,2,80,إِلَّا
ي و م,2,80,أَيَّامًا
ع د د,2,80,مَعْدُودَةً
ق و ل,2,80,قُلْ
ا خ ذ,2,80,أَتَّخَذْتُمْ
ع ن د,2,80,عِنْدَ
ا ل ه,2,80,اللَّهِ
ع ه د,2,80,عَهْدًا
ل ن,2,80,فَلَنْ
خ ل ف,2,80,يُخْلِفَ
ا ل ه,2,80,اللَّهُ
ع ه د,2,80,عَهْدَهُ
ا م,2,80,أَمْ
ق و ل,2,80,تَقُولُونَ
ع ل ي,2,80,عَلَى
ا ل ه,2,80,اللَّهِ
م ا,2,80,مَا
ل ا,2,80,لَا
ع ل م,2,80,تَعْلَمُونَ
ب ل ي,2,81,بَلَى
م ن,2,81,مَنْ
ك س ب,2,81,كَسَبَ
س و ا,2,81,سَيِّئَةً
ح و ط,2,81,وَأَحَاطَتْ
ب,2,81,بِهِ
خ ط ا,2,81,خَطِيءَتُهُ
ا و ل ا,2,81,فَأُولَئِكَ
ص ح ب,2,81,أَصْحَابُ
ن و ر,2,81,النَّارِ
ه م,2,81,هُمْ
ف ي,2,81,فِيهَا
خ ل د,2,81,خَالِدُونَ
ا ل ل ذ,2,82,وَالَّذِينَ
ا م ن,2,82,ءَامَنُوا
ع م ل,2,82,وَعَمِلُوا
ص ل ح,2,82,الصَّالِحَاتِ
ا و ل ا,2,82,أُولَئِكَ
ص ح ب,2,82,أَصْحَابُ
ج ن ن,2,82,الْجَنَّةِ
ه م,2,82,هُمْ
ف ي,2,82,فِيهَا
خ ل د,2,82,خَالِدُونَ
ا ذ,2,83,وَإِذْ
ا خ ذ,2,83,أَخَذْنَا
و ث ق,2,83,مِيثَاقَ
ب ن و,2,83,بَنِي
ا س ر,2,83,إِسْرَاءِيلَ
ل ا,2,83,لَا
ع ب د,2,83,تَعْبُدُونَ
ا ل ل ا,2,83,إِلَّا
ا ل ه,2,83,اللَّهَ
و ل د,2,83,وَبِالْوَالِدَيْنِ
ح س ن,2,83,إِحْسَانًا
ذ و,2,83,وَذِي
ق ر ب,2,83,الْقُرْبَى
ي ت م,2,83,وَالْيَتَامَى
س ك ن,2,83,وَالْمَسَاكِينِ
ق و ل,2,83,وَقُولُوا
ن و س,2,83,لِلنَّاسِ
ح س ن,2,83,حُسْنًا
ق و م,2,83,وَأَقِيمُوا
ص ل و,2,83,الصَّلَوةَ
ا ت ي,2,83,وَءَاتُوا
ز ك و,2,83,الزَّكَوةَ
ث م م,2,83,ثُمَّ
و ل ي,2,83,تَوَلَّيْتُمْ
ا ل ل ا,2,83,إِلَّا
ق ل ل,2,83,قَلِيلًا
م ن,2,83,مِنْكُمْ
ا ن ت م,2,83,وَأَنْتُمْ
ع ر ض,2,83,مُعْرِضُونَ
ا ذ,2,84,وَإِذْ
ا خ ذ,2,84,أَخَذْنَا
و ث ق,2,84,مِيثَاقَكُمْ
ل ا,2,84,لَا
س ف ك,2,84,تَسْفِكُونَ
د م ي,2,84,دِمَاءَكُمْ
ل ا,2,84,وَلَا
خ ر ج,2,84,تُخْرِجُونَ
ن ف س,2,84,أَنْفُسَكُمْ
م ن,2,84,مِنْ
د و ر,2,84,دِيَارِكُمْ
ث م م,2,84,ثُمَّ
ق ر ر,2,84,أَقْرَرْتُمْ
ا ن ت م,2,84,وَأَنْتُمْ
ش ه د,2,84,تَشْهَدُونَ
ث م م,2,85,ثُمَّ
ا ن ت م,2,85,أَنْتُمْ
ا و ل ا,2,85,هَؤُلَاءِ
ق ت ل,2,85,تَقْتُلُونَ
ن ف س,2,85,أَنْفُسَكُمْ
خ ر ج,2,85,وَتُخْرِجُونَ
ف ر ق,2,85,فَرِيقًا
م ن,2,85,مِنْكُمْ
م ن,2,85,مِنْ
د و ر,2,85,دِيَارِهِمْ
ظ ه ر,2,85,تَظَاهَرُونَ
ع ل ي,2,85,عَلَيْهِمْ
ا ث م,2,85,بِالْإِثْمِ
ع د و,2,85,وَالْعُدْوَانِ
ا ن,2,85,وَإِنْ
ا ت ي,2,85,يَأْتُوكُمْ
ا س ر,2,85,أُسَارَى
ف د ي,2,85,تُفَادُوهُمْ
ه و,2,85,وَهُوَ
ح ر م,2,85,مُحَرَّمٌ
ع ل ي,2,85,عَلَيْكُمْ
خ ر ج,2,85,إِخْرَاجُهُمْ
ا م ن,2,85,أَفَتُؤْمِنُونَ
ب ع ض,2,85,بِبَعْضِ
ك ت ب,2,85,الْكِتَابِ
ك ف ر,2,85,وَتَكْفُرُونَ
ب ع ض,2,85,بِبَعْضٍ
م ا,2,85,فَمَا
ج ز ي,2,85,جَزَاءُ
م ن,2,85,مَنْ
ف ع ل,2,85,يَفْعَلُ
ذ ل ك,2,85,ذَلِكَ
م ن,2,85,مِنْكُمْ
ا ل ل ا,2,85,إِلَّا
خ ز ي,2,85,خِزْيٌ
ف ي,2,85,فِي
ح ي ي,2,85,الْحَيَوةِ
د ن و,2,85,الدُّنْيَا
ي و م,2,85,وَيَوْمَ
ق و م,2,85,الْقِيَامَةِ
ر د د,2,85,يُرَدُّونَ
ا ل ي,2,85,إِلَى
ش د د,2,85,أَشَدِّ
ع ذ ب,2,85,الْعَذَابِ
م ا,2,85,وَمَا
ا ل ه,2,85,اللَّهُ
غ ف ل,2,85,بِغَافِلٍ
ع م م ا,2,85,عَمَّا
ع م ل,2,85,تَعْمَلُونَ
ا و ل ا,2,86,أُولَئِكَ
ا ل ل ذ,2,86,الَّذِينَ
ش ر ي,2,86,اشْتَرَوُا
