Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word,
س ج د,2,58,سُجَّدًا,
ش ي ا,2,58,شِئۡتُمۡ,
غ ف ر,2,58,نَّغۡفِرۡ,
ق ر ي,2,58,الۡقَرۡيَةَ,
ق و ل,2,58,قُلۡنَا,
ق و ل,2,58,وَّقُوۡلُوۡا,
ٱلَّذِى,2,59,الَّذِيۡنَ,
ٱلَّذِى,2,59,الَّذِيۡنَ,
ٱلَّذِى,2,59,الَّذِىۡ,
ب د ل,2,59,فَبَدَّلَ,
ر ج ز,2,59,رِجۡزًا,
س م و,2,59,السَّمَآءِ,
ظ ل م,2,59,ظَلَمُوۡا,
ظ ل م,2,59,ظَلَمُوۡا,
غ ي ر,2,59,غَيۡرَ,
ف س ق,2,59,يَفۡسُقُوۡنَ‏,
ق و ل,2,59,قِيۡلَ,
ق و ل,2,59,قَوۡلاً,
ك و ن,2,59,كَانُوۡا,
ن ز ل,2,59,فَاَنۡزَلۡنَا,
ا ر ض,2,60,الۡاَرۡضِ,
ا ك ل,2,60,کُلُوۡا,
ا ل ه,2,60,اللّٰهِ,
ا ن س,2,60,اُنَاسٍ,
إِذ,2,60,وَاِذِ,
ث ن ي,2,60,اثۡنَتَا,
ح ج ر,2,60,الۡحَجَرَ‌ؕ,
ر ز ق,2,60,رِّزۡقِ,
س ق ي,2,60,اسۡتَسۡقَىٰ,
ش ر ب,2,60,وَاشۡرَبُوۡا,
ش ر ب,2,60,مَّشۡرَبَهُمۡ‌ؕ,
ع ث و,2,60,تَعۡثَوۡا,
ع ش ر,2,60,عَشۡرَةَ,
ع ص و,2,60,بِّعَصَاكَ,
ع ل م,2,60,عَلِمَ,
ع ي ن,2,60,عَيۡنًا‌ؕ,
ف ج ر,2,60,فَانفَجَرَتۡ,
ف س د,2,60,مُفۡسِدِيۡنَ‏,
ق و ل,2,60,فَقُلۡنَا,
ق و م,2,60,لِقَوۡمِهٖ,
ك ل ل,2,60,کُلُّ,
ٱلَّذِى,2,61,بِالَّذِىۡ,
ٱلَّذِى,2,61,الَّذِىۡ,
ا ر ض,2,61,الۡاَرۡضُ,
ا ل ه,2,61,اللّٰهِ‌ؕ,
ا ل ه,2,61,اللّٰهِ,
ا ي ي,2,61,بِاٰيٰتِ,
إِذ,2,61,وَاِذۡ,
ب د ل,2,61,اَتَسۡتَبۡدِلُوۡنَ,
ب ص ل,2,61,وَبَصَلِهَا‌ؕ,
ب ق ل,2,61,بَقۡلِهَا,
ب و ا,2,61,وَبَآءُوۡ,
ح ق ق,2,61,الۡحَـقِّ‌ؕ,
خ ر ج,2,61,يُخۡرِجۡ,
خ ي ر,2,61,خَيۡرٌ‌ؕ,
د ع و,2,61,فَادۡعُ,
د ن و,2,61,اَدۡنٰى,
ذ ل ل,2,61,الذِّلَّةُ,
ر ب ب,2,61,رَبَّكَ,
س ا ل,2,61,سَاَلۡتُمۡ‌ؕ,
س ك ن,2,61,وَالۡمَسۡکَنَةُ,
ص ب ر,2,61,نَّصۡبِرَ,
ط ع م,2,61,طَعَامٍ,
ع د س,2,61,وَعَدَسِهَا,
ع د و,2,61,يَعۡتَدُوۡنَ‏,
ع ص ي,2,61,عَصَوا,
غ ض ب,2,61,بِغَضَبٍ,
غ ي ر,2,61,بِغَيۡرِ,
ف و م,2,61,وَفُوۡمِهَا,
ق ت ل,2,61,وَيَقۡتُلُوۡنَ,
ق ث ا,2,61,وَقِثَّـآٮِٕهَا,
ق و ل,2,61,قُلۡتُمۡ,
ق و ل,2,61,قَالَ,
ك ف ر,2,61,يَكۡفُرُوۡنَ,
ك و ن,2,61,كَانُوۡا,
ك و ن,2,61,وَّڪَانُوۡا,
م ص ر,2,61,مِصۡرًا,
ن ب ا,2,61,النَّبِيّٖنَ,
ن ب ت,2,61,تُنۡۢبِتُ,
ه ب ط,2,61,اِهۡبِطُوۡا,
و ح د,2,61,وَّاحِدٍ,
ٱلَّذِى,2,62,الَّذِيۡنَ,
ٱلَّذِى,2,62,وَالَّذِيۡنَ,
ا خ ر,2,62,الۡاٰخِرِ,
ا ل ه,2,62,بِاللّٰهِ,
ح ز ن,2,62,يَحۡزَنُوۡنَ‏,
خ و ف,2,62,خَوۡفٌ,
ر ب ب,2,62,رَبِّهِمۡۚ,
ص ب ا,2,62,وَالصَّابِئِينَ,
ص ل ح,2,62,صَالِحًـا,
ع م ل,2,62,وَعَمِلَ,
ع ن د,2,62,عِنۡدَ,
ن ص ر,2,62,وَالنَّصٰرٰى,
ه و د,2,62,هَادُوۡا,
ي و م,2,62,وَالۡيَوۡمِ,
ا خ ذ,2,63,اَخَذۡنَا,
ا خ ذ,2,63,خُذُوۡا,
إِذ,2,63,وَاِذۡ,
ذ ك ر,2,63,وَّاذۡكُرُوۡا,
ر ف ع,2,63,وَرَفَعۡنَا,
ط و ر,2,63,الطُّوۡرَؕ,
ف و ق,2,63,فَوۡقَكُمُ,
ق و ي,2,63,بِقُوَّةٍ,
و ث ق,2,63,مِيۡثَاقَكُمۡ,
و ق ي,2,63,تَتَّقُوۡنَ‏,
ا ل ه,2,64,اللّٰهِ,
ب ع د,2,64,بَعۡدِ,
خ س ر,2,64,الۡخٰسِرِيۡنَ‏,
ر ح م,2,64,وَرَحۡمَتُهٗ,
ف ض ل,2,64,فَضۡلُ,
ك و ن,2,64,لَـكُنۡتُمۡ,
و ل ي,2,64,تَوَلَّيۡتُمۡ,
ٱلَّذِى,2,65,الَّذِيۡنَ,
خ س ا,2,65,خَاسِـِٔـيۡنَ ‌ۚ‏,
س ب ت,2,65,السَّبۡتِ,
ع د و,2,65,اعۡتَدَوۡا,
ع ل م,2,65,عَلِمۡتُمُ,
ق ر د,2,65,قِرَدَةً,
ق و ل,2,65,فَقُلۡنَا,
ك و ن,2,65,كُوۡنُوۡا,
ب ي ن,2,66,بَيۡنَ,
ج ع ل,2,66,فَجَعَلۡنٰهَا,
خ ل ف,2,66,خَلۡفَهَا,
ن ك ل,2,66,نَكٰلاً,
و ع ظ,2,66,وَمَوۡعِظَةً,
و ق ي,2,66,لِّلۡمُتَّقِيۡنَ‏,
ي د ي,2,66,يَدَيۡهَا,
ا خ ذ,2,67,اَتَتَّخِذُنَا,
ا ل ه,2,67,اللّٰهَ,
ا ل ه,2,67,بِاللّٰهِ,
إِذ,2,67,وَاِذۡ,
ب ق ر,2,67,بَقَرَةً‌ ؕ,
ج ه ل,2,67,الۡجٰـهِلِيۡنَ‏,
ذ ب ح,2,67,تَذۡبَحُوۡا,
ع و ذ,2,67,اَعُوۡذُ,
ق و ل,2,67,قَالَ,
ق و ل,2,67,قَالُوۡآ,
ق و ل,2,67,قَالَ,
ق و م,2,67,لِقَوۡمِهٖۤ,
ك و ن,2,67,اَكُوۡنَ,
ه ز ا,2,67,هُزُوًۡا‌ؕ,
ب ق ر,2,68,بَقَرَةٌ,
ب ك ر,2,68,بِكۡرٌؕ,
ب ي ن,2,68,يُبَيِّنۡ,
ب ي ن,2,68,بَيۡنَ,
د ع و,2,68,ادۡعُ,
ر ب ب,2,68,رَبَّكَ,
ع و ن,2,68,عَوَانٌۢ,
ف ر ض,2,68,فَارِضٌ,
ف ع ل,2,68,فَافۡعَلُوۡا,
ق و ل,2,68,قَالُوۡا,
ق و ل,2,68,قَالَ,
ق و ل,2,68,يَقُوۡلُ,
ب ق ر,2,69,بَقَرَةٌ,
ب ي ن,2,69,يُبَيِّنۡ,
د ع و,2,69,ادۡعُ,
ر ب ب,2,69,رَبَّكَ,
س ر ر,2,69,تَسُرُّ,
ص ف ر,2,69,صَفۡرَآءُۙ,
ف ق ع,2,69,فَاقِعٌ,
ق و ل,2,69,قَالُوۡا,
ق و ل,2,69,قَالَ,
ق و ل,2,69,يَقُوۡلُ,
ل و ن,2,69,لَوۡنُهَا‌ؕ,
ل و ن,2,69,لَّوۡنُهَا,
ن ظ ر,2,69,النّٰظِرِيۡنَ‏,
ا ل ه,2,70,اللّٰهُ,
ب ق ر,2,70,الۡبَقَرَ,
ب ي ن,2,70,يُبَيِّنۡ,
د ع و,2,70,ادۡعُ,
ر ب ب,2,70,رَبَّكَ,
ش ب ه,2,70,تَشٰبَهَ,
ش ي ا,2,70,شَآءَ,
ق و ل,2,70,قَالُوۡا,
ه د ي,2,70,لَمُهۡتَدُوۡنَ‏,
ا ر ض,2,71,الۡاَرۡضَ,
ب ق ر,2,71,بَقَرَةٌ,
ث و ر,2,71,تُثِيۡرُ,
ج ي ا,2,71,جِئۡتَ,
ح ر ث,2,71,الۡحَـرۡثَ‌ۚ,
ح ق ق,2,71,بِالۡحَـقِّ‌ؕ,
ذ ب ح,2,71,فَذَبَحُوۡهَا,
ذ ل ل,2,71,ذَلُوۡلٌ,
س ق ي,2,71,تَسۡقِىۡ,
س ل م,2,71,مُسَلَّمَةٌ,
ف ع ل,2,71,يَفۡعَلُوۡنَ‏,
ق و ل,2,71,قَالَ,
ق و ل,2,71,يَقُوۡلُ,
ق و ل,2,71,قَالُوۡا,
ك و د,2,71,كَادُوۡا,
و ش ي,2,71,شِيَةَ,
ا ل ه,2,72,وَاللّٰهُ,
إِذ,2,72,وَاِذۡ,
خ ر ج,2,72,مُخۡرِجٌ,
د ر ا,2,72,فَادّٰرَءۡتُمۡ,
ق ت ل,2,72,قَتَلۡتُمۡ,
ك ت م,2,72,تَكۡتُمُوۡنَۚ‏,
ك و ن,2,72,كُنۡتُمۡ,
ن ف س,2,72,نَفۡسًا,
ا ل ه,2,73,اللّٰهُ,
ا ي ي,2,73,اٰيٰتِهٖ,
ب ع ض,2,73,بِبَعۡضِهَا‌ؕ,
ح ي ي,2,73,يُحۡىِ,
ر ا ي,2,73,وَيُرِيۡکُمۡ,
ع ق ل,2,73,تَعۡقِلُوۡنَ‏,
ق و ل,2,73,فَقُلۡنَا,
م و ت,2,73,الۡمَوۡتٰى ۙ,
ا ل ه,2,74,اللّٰهِ‌ؕ,
ا ل ه,2,74,اللّٰهُ,
ب ع د,2,74,بَعۡدِ,
ح ج ر,2,74,كَالۡحِجَارَةِ,
ح ج ر,2,74,الۡحِجَارَةِ,
خ ر ج,2,74,فَيَخۡرُجُ,
خ ش ي,2,74,خَشۡيَةِ,
ش د د,2,74,اَشَدُّ,
ش ق ق,2,74,يَشَّقَّقُ,
ع م ل,2,74,تَعۡمَلُوۡنَ‏,
غ ف ل,2,74,بِغَافِلٍ,
ف ج ر,2,74,يَتَفَجَّرُ,
ق س و,2,74,قَسَتۡ,
ق س و,2,74,قَسۡوَةً‌ ؕ,
ق ل ب,2,74,قُلُوۡبُكُمۡ,
م و ه,2,74,الۡمَآءُ‌ؕ,
ن ه ر,2,74,الۡاَنۡهٰرُ‌ؕ,
ه ب ط,2,74,يَهۡبِطُ,
ا ل ه,2,75,اللّٰهِ,
ب ع د,2,75,بَعۡدِ,
ح ر ف,2,75,يُحَرِّفُوۡنَهٗ,
س م ع,2,75,يَسۡمَعُوۡنَ,
ط م ع,2,75,اَفَتَطۡمَعُوۡنَ,
ع ق ل,2,75,عَقَلُوۡهُ,
ع ل م,2,75,يَعۡلَمُوۡنَ‏,
ف ر ق,2,75,فَرِيۡقٌ,
ك ل م,2,75,کَلَامَ,
ك و ن,2,75,كَانَ,
ٱلَّذِى,2,76,الَّذِيۡنَ,
ا ل ه,2,76,اللّٰهُ,
إِذَا,2,76,وَاِذَا,
إِذَا,2,76,وَاِذَا,
إِلَىٰ,2,76,اِلٰى,
ب ع ض,2,76,بَعۡضُهُمۡ,
ب ع ض,2,76,بَعۡضٍ,
ح ج ج,2,76,لِيُحَآجُّوۡكُمۡ,
ح د ث,2,76,اَتُحَدِّثُوۡنَهُمۡ,
خ ل و,2,76,خَلَا,
ر ب ب,2,76,رَبِّكُمۡ‌ؕ,
ع ق ل,2,76,تَعۡقِلُوۡنَ‏,
ع ن د,2,76,عِنۡدَ,
ف ت ح,2,76,فَتَحَ,
ق و ل,2,76,قَالُوۡآ,
ق و ل,2,76,قَالُوۡآ,
ل ق ي,2,76,لَـقُوۡا,
ا ل ه,2,77,اللّٰهَ,
س ر ر,2,77,يُسِرُّوۡنَ,
ع ل م,2,77,يَعۡلَمُوۡنَ,
ع ل م,2,77,يَعۡلَمُ,
ع ل ن,2,77,يُعۡلِنُوۡنَ‏,
إِلَّا,2,78,اِلَّاۤ,
إِلَّا,2,78,اِلَّا,
ظ ن ن,2,78,يَظُنُّوۡنَ‏,
ع ل م,2,78,يَعۡلَمُوۡنَ,
ك ت ب,2,78,الۡكِتٰبَ,
م ن ي,2,78,اَمَانِىَّ,
ٱلَّذِى,2,79,لِّلَّذِيۡنَ,
ا ل ه,2,79,اللّٰهِ,
ث م ن,2,79,ثَمَنًا,
ش ر ي,2,79,لِيَشۡتَرُوۡا,
ع ن د,2,79,عِنۡدِ,
ق ل ل,2,79,قَلِيۡلًاؕ,
ق و ل,2,79,يَقُوۡلُوۡنَ,
ك ت ب,2,79,کَتَبَتۡ,
ك ت ب,2,79,يَكۡتُبُوۡنَ,
ك ت ب,2,79,الۡكِتٰبَ,
ك س ب,2,79,يَكۡسِبُوۡنَ‏,
ي د ي,2,79,بِاَيۡدِيۡهِمۡ,
ي د ي,2,79,اَيۡدِيۡهِمۡ,
ا خ ذ,2,80,اَتَّخَذۡتُمۡ,
ا ل ه,2,80,اللّٰهِ,
ا ل ه,2,80,اللّٰهُ,
ا ل ه,2,80,اللّٰهِ,
إِلَّا,2,80,اِلَّاۤ,
أَم,2,80,اَمۡ,
خ ل ف,2,80,يُّخۡلِفَ,
ع د د,2,80,مَّعۡدُوۡدَةً‌ ؕ,
ع ل م,2,80,تَعۡلَمُوۡنَ‏,
ع ن د,2,80,عِنۡدَ,
ع ه د,2,80,عَهۡدًا,
ع ه د,2,80,عَهۡدَهٗۤ‌,
ق و ل,2,80,وَقَالُوۡا,
ق و ل,2,80,قُلۡ,
ق و ل,2,80,تَقُوۡلُوۡنَ,
م س س,2,80,تَمَسَّنَا,
ن و ر,2,80,النَّارُ,
ي و م,2,80,اَيَّامًا,
ح و ط,2,81,وَّاَحَاطَتۡ,
خ ط ا,2,81,خَطِيۡٓـَٔـتُهٗ,
خ ل د,2,81,خٰلِدُوۡنَ‏,
س و ا,2,81,سَيِّئَةً,
ص ح ب,2,81,اَصۡحٰبُ,
ك س ب,2,81,كَسَبَ,
ن و ر,2,81,النَّارِ‌‌ۚ,
ٱلَّذِى,2,82,وَالَّذِيۡنَ,
ج ن ن,2,82,الۡجَـنَّةِ‌‌ۚ,
خ ل د,2,82,خٰلِدُوۡنَ‏,
ص ح ب,2,82,اَصۡحٰبُ,
ص ل ح,2,82,الصّٰلِحٰتِ,
ع م ل,2,82,وَعَمِلُوۡا,
ا خ ذ,2,83,اَخَذۡنَا,
ا ل ه,2,83,اللّٰهَ,
إِذ,2,83,وَاِذۡ,
إِسْرَائِيل,2,83,اِسۡرَآءِيۡلَ,
إِلَّا,2,83,اِلَّا,
إِلَّا,2,83,اِلَّا,
ب ن ي,2,83,بَنِىۡٓ,
ح س ن,2,83,اِحۡسَانًا,
ح س ن,2,83,حُسۡنًا,
ز ك و,2,83,الزَّکٰوةَ ؕ,
س ك ن,2,83,وَالۡمَسٰکِيۡنِ,
ص ل و,2,83,الصَّلٰوةَ,
ع ب د,2,83,تَعۡبُدُوۡنَ,
ع ر ض,2,83,مُّعۡرِضُوۡنَ‏,
ق ر ب,2,83,الۡقُرۡبَىٰ,
ق ل ل,2,83,قَلِيۡلًا,
ق و ل,2,83,وَقُوۡلُوۡا,
ق و م,2,83,وَّاَقِيۡمُوۡا,
ن و س,2,83,لِلنَّاسِ,
و ث ق,2,83,مِيۡثَاقَ,
و ل د,2,83,وَبِالۡوَالِدَيۡنِ,
و ل ي,2,83,تَوَلَّيۡتُمۡ,
ي ت م,2,83,وَالۡيَتٰمٰى,
ا خ ذ,2,84,اَخَذۡنَا,
إِذ,2,84,وَاِذۡ,
خ ر ج,2,84,تُخۡرِجُوۡنَ,
د م و,2,84,دِمَآءَكُمۡ,
د و ر,2,84,دِيَارِكُمۡ,
س ف ك,2,84,تَسۡفِكُوۡنَ,
ش ه د,2,84,تَشۡهَدُوۡنَ‏,
ق ر ر,2,84,اَقۡرَرۡتُمۡ,
ن ف س,2,84,اَنۡفُسَكُمۡ,
و ث ق,2,84,مِيۡثَاقَكُمۡ,
ا ت ي,2,85,يَّاۡتُوۡكُمۡ,
ا س ر,2,85,اُسٰرٰى,
ا ل ه,2,85,اللّٰهُ,
إِلَىٰ,2,85,اِلٰٓى,
إِلَّا,2,85,اِلَّا,
ب ع ض,2,85,بِبَعۡضِ,
ب ع ض,2,85,بِبَعۡضٍ‌ۚ,
ج ز ي,2,85,جَزَآءُ,
ح ر م,2,85,مُحَرَّمٌۡ,
ح ي ي,2,85,الۡحَيٰوةِ,
خ ر ج,2,85,اِخۡرَاجُهُمۡ‌‌ؕ,
خ ر ج,2,85,وَتُخۡرِجُوۡنَ,
خ ز ي,2,85,خِزۡىٌ,
د ن و,2,85,الدُّنۡيَا‌ۚ,
د و ر,2,85,دِيَارِهِمۡ,
ر د د,2,85,يُرَدُّوۡنَ,
ش د د,2,85,اَشَدِّ,
ظ ه ر,2,85,تَظٰهَرُوۡنَ,
ع د و,2,85,وَالۡعُدۡوَانِؕ,
ع ذ ب,2,85,الۡعَذَابِ‌ؕ,
ع م ل,2,85,تَعۡمَلُوۡنَ‏,
غ ف ل,2,85,بِغَافِلٍ,
ف د ي,2,85,تُفٰدُوۡهُمۡ,
ف ر ق,2,85,فَرِيۡقًا,
ف ع ل,2,85,يَّفۡعَلُ,
ق ت ل,2,85,تَقۡتُلُوۡنَ,
ق و م,2,85,الۡقِيٰمَةِ,
ك ت ب,2,85,الۡكِتٰبِ,
ك ف ر,2,85,وَتَكۡفُرُوۡنَ,
ن ف س,2,85,اَنۡفُسَكُمۡ,
ي و م,2,85,وَيَوۡمَ,
ٱلَّذِى,2,86,الَّذِيۡنَ,
ا خ ر,2,86,بِالۡاٰخِرَةِ‌,
ح ي ي,2,86,الۡحَيٰوةَ,
خ ف ف,2,86,يُخَفَّفُ,
د ن و,2,86,الدُّنۡيَا,
ش ر ي,2,86,اشۡتَرَوُا,
ع ذ ب,2,86,الۡعَذَابُ,
ن ص ر,2,86,يُنۡصَرُوۡنَ‏,
ا ي د,2,87,وَاَيَّدۡنٰهُ,
ب ع د,2,87,بَعۡدِهٖ,
ب ن ي,2,87,ابۡنَ,
ب ي ن,2,87,الۡبَيِّنٰتِ,
ج ي ا,2,87,جَآءَكُمۡ,
ر س ل,2,87,بِالرُّسُلِ‌,
ر س ل,2,87,رَسُوۡلٌۢ,
ر و ح,2,87,بِرُوۡحِ,
ف ر ق,2,87,فَفَرِيۡقًا,
ف ر ق,2,87,وَفَرِيۡقًا,
ق ت ل,2,87,تَقۡتُلُوۡنَ‏,
ق د س,2,87,الۡقُدُسِ‌ؕ,
ق ف و,2,87,وَقَفَّيۡنَا,
ك ب ر,2,87,اسۡتَكۡبَرۡتُمۡ‌ۚ,
ك ت ب,2,87,الۡكِتٰبَ,
ك ذ ب,2,87,كَذَّبۡتُمۡ,
ك ل ل,2,87,اَفَكُلَّمَا,
ن ف س,2,87,اَنۡفُسُكُمُ,
ه و ي,2,87,تَهۡوٰٓى,
ا ل ه,2,88,اللّٰهُ,
غ ل ف,2,88,غُلۡفٌ‌ؕ,
ق ل ب,2,88,قُلُوۡبُنَا,
ق ل ل,2,88,فَقَلِيۡلاً,
ق و ل,2,88,وَقَالُوۡا,
ك ف ر,2,88,بِكُفۡرِهِمۡ,
ل ع ن,2,88,لَّعَنَهُمُ,
ٱلَّذِى,2,89,الَّذِيۡنَ,
ا ل ه,2,89,اللّٰهِ,
ا ل ه,2,89,اللّٰهِ,
ج ي ا,2,89,جَآءَهُمۡ,
ج ي ا,2,89,جَآءَهُمۡ,
ص د ق,2,89,مُصَدِّقٌ,
ع ر ف,2,89,عَرَفُوۡا,
ع ن د,2,89,عِنۡدِ,
ق ب ل,2,89,قَبۡلُ,
ك ت ب,2,89,كِتٰبٌ,
ك ف ر,2,89,كَفَرُوۡا  ‌ۖۚ,
ك ف ر,2,89,کَفَرُوۡا,
ك ف ر,2,89,الۡكٰفِرِيۡنَ‏,
ك و ن,2,89,وَكَانُوۡا,
ل ع ن,2,89,فَلَعۡنَةُ,
ا ل ه,2,90,اللّٰهُ,
ا ل ه,2,90,اللّٰهُ,
ب ا س,2,90,بِئۡسَمَا,
ب غ ي,2,90,بَغۡيًا,
ب و ا,2,90,فَبَآءُوۡ,
ش ر ي,2,90,اشۡتَرَوۡا,
ش ي ا,2,90,يَّشَآءُ,
ع ب د,2,90,عِبَادِهٖ‌ۚ,
ع ذ ب,2,90,عَذَابٌ,
غ ض ب,2,90,بِغَضَبٍ,
غ ض ب,2,90,غَضَبٍ‌ؕ,
ف ض ل,2,90,فَضۡلِهٖ,
ك ف ر,2,90,يَّڪۡفُرُوۡا,
ك ف ر,2,90,وَلِلۡكٰفِرِيۡنَ,
ن ز ل,2,90,اَنۡزَلَ,
ن ز ل,2,90,يُّنَزِّلَ,
ن ف س,2,90,اَنۡفُسَهُمۡ,
ه و ن,2,90,مُّهِيۡنٌ‏,
ا ل ه,2,91,اللّٰهُ,
ا ل ه,2,91,اللّٰهِ,
ا م ن,2,91,مُّؤۡمِنِيۡنَ‏,
إِذَا,2,91,وَاِذَا,
ح ق ق,2,91,الۡحَـقُّ,
ص د ق,2,91,مُصَدِّقًا,
ق ب ل,2,91,قَبۡلُ,
ق ت ل,2,91,تَقۡتُلُوۡنَ,
ق و ل,2,91,قِيۡلَ,
ق و ل,2,91,قَالُوۡا,
ق و ل,2,91,قُلۡ,
ك ف ر,2,91,وَيَكۡفُرُوۡنَ,
ك و ن,2,91,كُنۡتُمۡ,
ن ب ا,2,91,اَنۡــۢبِيَآءَ,
ن ز ل,2,91,اَنۡزَلَ,
ن ز ل,2,91,اُنۡزِلَ,
و ر ي,2,91,وَرَآءَهٗ,
ا خ ذ,2,92,اتَّخَذۡتُمُ,
ب ع د,2,92,بَعۡدِهٖ,
ب ي ن,2,92,بِالۡبَيِّنٰتِ,
ج ي ا,2,92,جَآءَکُمۡ,
ظ ل م,2,92,ظٰلِمُوۡنَ‏,
ع ج ل,2,92,الۡعِجۡلَ,
ا خ ذ,2,93,اَخَذۡنَا,
ا خ ذ,2,93,خُذُوۡا,
ا م ن,2,93,اِيۡمَانُكُمۡ,
ا م ن,2,93,مُّؤۡمِنِيۡنَ‏,
إِذ,2,93,وَاِذۡ,
ب ا س,2,93,بِئۡسَمَا,
ر ف ع,2,93,وَرَفَعۡنَا,
س م ع,2,93,وَّاسۡمَعُوۡا‌ ؕ,
س م ع,2,93,سَمِعۡنَا,
ش ر ب,2,93,وَاُشۡرِبُوۡا,
ط و ر,2,93,الطُّوۡرَؕ,
ع ج ل,2,93,الۡعِجۡلَ,
ع ص ي,2,93,وَعَصَيۡنَا,
ف و ق,2,93,فَوۡقَکُمُ,
ق ل ب,2,93,قُلُوۡبِهِمُ,
ق و ل,2,93,قَالُوۡا,
ق و ل,2,93,قُلۡ,
ق و ي,2,93,بِقُوَّةٍ,
ك ف ر,2,93,بِکُفۡرِهِمۡ‌ؕ,
ك و ن,2,93,كُنۡتُمۡ,
و ث ق,2,93,مِيۡثَاقَكُمۡ,
ا خ ر,2,94,الۡاٰخِرَةُ,
ا ل ه,2,94,اللّٰهِ,
خ ل ص,2,94,خَالِصَةً,
د و ر,2,94,الدَّارُ,
د و ن,2,94,دُوۡنِ,
ص د ق,2,94,صٰدِقِيۡنَ‏,
ع ن د,2,94,عِنۡدَ,
ق و ل,2,94,قُلۡ,
ك و ن,2,94,كَانَتۡ,
ك و ن,2,94,کُنۡتُمۡ,
م ن ي,2,94,فَتَمَنَّوُا,
م و ت,2,94,الۡمَوۡتَ,
ن و س,2,94,النَّاسِ,
ا ب د,2,95,اَبَدًاۢ,
ا ل ه,2,95,وَاللّٰهُ,
ظ ل م,2,95,بِالظّٰلِمِيۡنَ‏,
ع ل م,2,95,عَلِيۡمٌۢ,
ق د م,2,95,قَدَّمَتۡ,
م ن ي,2,95,يَّتَمَنَّوۡهُ,
ي د ي,2,95,اَيۡدِيۡهِمۡ‌ؕ,
ٱلَّذِى,2,96,الَّذِيۡنَ,
ا ح د,2,96,اَحَدُهُمۡ,
ا ل ف,2,96,اَلۡفَ,
ا ل ه,2,96,وَاللّٰهُ,
ب ص ر,2,96,بَصِيۡرٌۢ,
ح ر ص,2,96,اَحۡرَصَ,
ح ي ي,2,96,حَيٰوةٍ  ۛۚ,
ز ح ز ح,2,96,بِمُزَحۡزِحِهٖ,
س ن و,2,96,سَنَةٍۚ,
ش ر ك,2,96,اَشۡرَكُوۡا‌‌ ۛۚ,
ع ذ ب,2,96,الۡعَذَابِ,
ع م ر,2,96,يُعَمَّرُ,
ع م ر,2,96,يُّعَمَّرَ‌ؕ,
ع م ل,2,96,يَعۡمَلُوۡنَ ‏,
ن و س,2,96,النَّاسِ,
و ج د,2,96,وَلَتَجِدَنَّهُمۡ,
و د د,2,96,يَوَدُّ,
ا ذ ن,2,97,بِاِذۡنِ,
ا ل ه,2,97,اللّٰهِ,
ا م ن,2,97,لِلۡمُؤۡمِنِيۡنَ‏,
ب ش ر,2,97,وَّبُشۡرٰى,
ب ي ن,2,97,بَيۡنَ,
ص د ق,2,97,مُصَدِّقًا,
ع د و,2,97,عَدُوًّا,
ق ل ب,2,97,قَلۡبِكَ,
ق و ل,2,97,قُلۡ,
ك و ن,2,97,كَانَ,
ن ز ل,2,97,نَزَّلَهٗ,
ه د ي,2,97,وَهُدًى,
ي د ي,2,97,يَدَيۡهِ,
ا ل ه,2,98,لِّلَّهِ,
ا ل ه,2,98,اللّٰهَ,
ر س ل,2,98,وَرُسُلِهٖ,
ع د و,2,98,عَدُوًّا,
ع د و,2,98,عَدُوٌّ,
ك ف ر,2,98,لِّلۡكٰفِرِيۡنَ‏,
ك و ن,2,98,كَانَ,
م ل ك,2,98,وَمَلٰٓٮِٕکَتِهٖ,
ا ي ي,2,99,اٰيٰتٍۢ,
إِلَىٰ,2,99,اِلَيۡكَ,
إِلَّا,2,99,اِلَّا,
ب ي ن,2,99,بَيِّنٰتٍ‌‌ۚ,
ف س ق,2,99,الۡفٰسِقُوۡنَ‏,
ك ف ر,2,99,يَكۡفُرُ,
ن ز ل,2,99,اَنۡزَلۡنَآ,
ع ه د,2,100,عَهۡدًا,
ع ه د,2,100,عٰهَدُوۡا,
ف ر ق,2,100,فَرِيۡقٌ,
ك ث ر,2,100,اَكۡثَرُهُمۡ,
ك ل ل,2,100,اَوَکُلَّمَا,
ن ب ذ,2,100,نَّبَذَهٗ,
ٱلَّذِى,2,101,الَّذِيۡنَ,
ا ل ه,2,101,اللّٰهِ,
ا ل ه,2,101,اللّٰهِ,
ج ي ا,2,101,جَآءَهُمۡ,
ر س ل,2,101,رَسُوۡلٌ,
ص د ق,2,101,مُصَدِّقٌ,
ظ ه ر,2,101,ظُهُوۡرِهِمۡ,
ع ل م,2,101,يَعۡلَمُوۡنَ‏,
ع ن د,2,101,عِنۡدِ,
ف ر ق,2,101,فَرِيۡقٌ,
ك ت ب,2,101,الۡكِتٰبَۙ,
ك ت ب,2,101,کِتٰبَ,
ن ب ذ,2,101,نَبَذَ,
و ر ي,2,101,وَرَآءَ,
ا ح د,2,102,اَحَدٍ,
ا ح د,2,102,اَحَدٍ,
ا خ ر,2,102,الۡاٰخِرَةِ,
ا ذ ن,2,102,بِاِذۡنِ,
ا ل ه,2,102,اللّٰهِ‌ؕ,
إِلَّا,2,102,اِلَّا,
ب ا س,2,102,وَلَبِئۡسَ,
ب ي ن,2,102,بَيۡنَ,
